node,out_degree
7488855891,3.6892881518511004e-05
8341138742,3.6892881518511004e-05
1905643476,3.6892881518511004e-05
4813567397,3.6892881518511004e-05
8609853337,3.6892881518511004e-05
2580588260,3.07440679320925e-05
4335433035,3.07440679320925e-05
5678424303,3.07440679320925e-05
5707352559,3.07440679320925e-05
7488944466,3.07440679320925e-05
